#SampleID	anonymized_name	env_feature	env_material	latitude	longitude	calcium	ch4_flux	co2_flux	co2_ch4_flux_units	conductivity	conductivity_units	elevation_m	exchange_capacity	exchange_capacity_ions	k_na_ca_mg_h_units	hydrogen	magnesium	total_organic_carb_percent	total_inorganic_carbon_percent	total_carbon_percent	soil_nh4	soil_no3	soil_total_inorganic_nitrogen	soil_nitrogen_units	total_nitrogen_percent	microbial_biomass_carbon	microbial_biomass_carbon_units	microbial_biomass_nitrogen	microbial_biomass_nitrogen_units	per_gram_dry_soil_per_hour	per_gram_dry_soil_per_hour_units	percent_base_saturation	ph	potassium	potential_exchange_capacity	potential_exchange_capacity_ions	potential_net_n_mineralization	potential_net_n_mineralization_units	potential_net_nitrification	potential_net_nitrification_units	respiration	respiration_units	sodium	conductivity_category
10156.6.fastq.gz	6	freshwater wetland	soil	42.5635028	-76.4587417	7.87	0.022999781	15.349909	ug C/g soil/day	0.378	mS/cm	377.7	9.97	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	2.66	1.62	1.3363	0.7161	2.052	10.88360825	0.281958763	11.16556701	ug N/g dry soil	0.16332	678.4366251	ugC/g soil	35.90305085	ug N/g dry soil	95.49633652	ng N/g soil/hour	78.94	7.21	0.38	12.63	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	0.235901774	ug-N/g dry soil/day	1.223541412	ug-N/g dry soil/day	15.349909	ug C/g soil/day	0.1	high
10156.7.fastq.gz	7	freshwater wetland	soil	42.781593	-74.542625	14.81	0.02217855	8.03418929	ug C/g soil/day	0.168	mS/cm	352.7	18.3	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	2.58	3.05	0.774	0.3036	1.078	0.287663375	0.287663375	0.57532675	ug N/g dry soil	0.11326	290.1618856	ugC/g soil	1.400869963	ug N/g dry soil	14.66035332	ng N/g soil/hour	87.64	7.95	0.34	20.88	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	0.003588287	ug-N/g dry soil/day	0.001794144	ug-N/g dry soil/day	8.03418929	ug C/g soil/day	0.11	low
10156.8.fastq.gz	8	freshwater wetland	soil	42.6728972	-76.6286139	6.19	0.09379651	14.12628566	ug C/g soil/day	0.312	mS/cm	266	8.06	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	1.38	1.27	0.8192	2.2122	3.031	25.22658529	0.292651801	25.51923709	ug N/g dry soil	0.11896	401.2943563	ugC/g soil	27.35829263	ug N/g dry soil	275.7789437	ng N/g soil/hour	85.38	7.72	0.38	9.44	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-2.382342984	ug-N/g dry soil/day	-2.71E-05	ug-N/g dry soil/day	14.12628566	ug C/g soil/day	0.21	high
10156.9.fastq.gz	9	freshwater wetland	soil	42.7930861	-76.6930361	6.17	0.077661066	11.5917143	ug C/g soil/day	0.17	mS/cm	166.1	7.8	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	-0.06	1.27	0.4563	2.4058	2.862	1.845704698	0.266720332	2.11242503	ug N/g dry soil	0.07657	233.0079218	ugC/g soil	8.315993696	ug N/g dry soil	10.3859629	ng N/g soil/hour	100.78	7.97	0.3	7.74	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	2.674894959	ug-N/g dry soil/day	0.060256525	ug-N/g dry soil/day	11.5917143	ug C/g soil/day	0.06	low
10156.BCWL1.1.fastq.gz	BCWL1.1	freshwater wetland	soil	42.3875389	-76.3058889	4.62	NA	NA	ug C/g soil/day	NA	mS/cm	387	5.51	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	0.54	1.9013	0.0469	1.948	7.429772734	0.350460978	7.780233712	ug N/g dry soil	0.2417	616.1446178	ugC/g soil	63.52254457	ug N/g dry soil	441.668	ng N/g soil/hour	26	4.72	0.29	20.93	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	0.284710374	ug-N/g dry soil/day	0.369587658	ug-N/g dry soil/day	14.38745619	ug C/g soil/day	0.05	NA
10156.BCWL1.2.fastq.gz	BCWL1.2	freshwater wetland	soil	42.3875389	-76.3058889	3.61	NA	NA	ug C/g soil/day	NA	mS/cm	387	4.34	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	0.41	1.2966	0.0341	1.331	4.907525217	0.310602862	5.218128079	ug N/g dry soil	0.17001	439.8763944	ugC/g soil	37.93532514	ug N/g dry soil	53.045	ng N/g soil/hour	25	4.75	0.24	17.46	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	0.316229984	ug-N/g dry soil/day	0.072648314	ug-N/g dry soil/day	13.37305025	ug C/g soil/day	0.08	NA
10156.BCWL1.3.fastq.gz	BCWL1.3	freshwater wetland	soil	42.3875389	-76.3058889	4.05	NA	NA	ug C/g soil/day	NA	mS/cm	387	4.85	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	0.47	1.6305	0.0414	1.672	13.18955839	0.32973896	13.51929735	ug N/g dry soil	0.20438	492.8244699	ugC/g soil	50.75579303	ug N/g dry soil	175.883	ng N/g soil/hour	26	4.69	0.26	18.91	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-0.704788396	ug-N/g dry soil/day	0.000696309	ug-N/g dry soil/day	15.98803242	ug C/g soil/day	0.07	NA
10156.BCWL2.1.fastq.gz	BCWL2.1	freshwater wetland	soil	42.3875389	-76.3058889	4.06	NA	NA	ug C/g soil/day	NA	mS/cm	387	4.91	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	0.48	2.1595	0.0443	2.204	8.106905826	0.389755088	8.496660914	ug N/g dry soil	0.2393	456.2651817	ugC/g soil	40.91777864	ug N/g dry soil	122.717	ng N/g soil/hour	24	4.54	0.31	20.61	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	0.413769576	ug-N/g dry soil/day	0.352105514	ug-N/g dry soil/day	12.35404229	ug C/g soil/day	0.05	NA
10156.BCWL2.2.fastq.gz	BCWL2.2	freshwater wetland	soil	42.3875389	-76.3058889	3.85	NA	NA	ug C/g soil/day	NA	mS/cm	387	4.75	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	0.5	1.5403	0.0399	1.58	21.42719329	0.341197345	21.76839064	ug N/g dry soil	0.19689	372.3380004	ugC/g soil	34.26015497	ug N/g dry soil	71.654	ng N/g soil/hour	26	4.61	0.35	18.51	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-1.480640782	ug-N/g dry soil/day	0.142150292	ug-N/g dry soil/day	12.36163106	ug C/g soil/day	0.05	NA
10156.BCWL2.3.fastq.gz	BCWL2.3	freshwater wetland	soil	42.3875389	-76.3058889	3.81	NA	NA	ug C/g soil/day	NA	mS/cm	387	4.64	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	0.45	2.2729	0.0455	2.318	72.1789815	0.365278246	72.54425975	ug N/g dry soil	0.23646	297.3755592	ugC/g soil	54.29595283	ug N/g dry soil	146.417	ng N/g soil/hour	24	4.63	0.32	19.68	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-6.548431679	ug-N/g dry soil/day	0.226967004	ug-N/g dry soil/day	19.71785984	ug C/g soil/day	0.06	NA
10156.BCWL3.1.fastq.gz	BCWL3.1	freshwater wetland	soil	42.3875389	-76.3058889	3.02	NA	NA	ug C/g soil/day	NA	mS/cm	387	3.76	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	0.33	2.8569	0.0418	2.899	2.035573628	0.397572974	2.433146602	ug N/g dry soil	0.27735	452.7474056	ugC/g soil	102.4786415	ug N/g dry soil	164.317	ng N/g soil/hour	21	4.69	0.37	17.88	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	7.965223055	ug-N/g dry soil/day	0.118895769	ug-N/g dry soil/day	16.71312158	ug C/g soil/day	0.05	NA
10156.BCWL3.2.fastq.gz	BCWL3.2	freshwater wetland	soil	42.3875389	-76.3058889	2.73	NA	NA	ug C/g soil/day	NA	mS/cm	387	3.41	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	0.3	2.398	0.0352	2.433	75.76628502	0.3677975	76.13408252	ug N/g dry soil	0.22328	325.818748	ugC/g soil	97.60041262	ug N/g dry soil	70.463	ng N/g soil/hour	20	4.65	0.32	16.73	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	0.115257389	ug-N/g dry soil/day	0.041157576	ug-N/g dry soil/day	14.93462887	ug C/g soil/day	0.06	NA
10156.BCWL3.3.fastq.gz	BCWL3.3	freshwater wetland	soil	42.3875389	-76.3058889	2.61	NA	NA	ug C/g soil/day	NA	mS/cm	387	3.38	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	0.3	3.2487	0.0363	3.285	79.27856425	0.373955492	79.65251974	ug N/g dry soil	0.22838	379.1959458	ugC/g soil	108.012352	ug N/g dry soil	123.079	ng N/g soil/hour	21	4.68	0.39	16.2	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	0.097438247	ug-N/g dry soil/day	-0.000240295	ug-N/g dry soil/day	16.06186881	ug C/g soil/day	0.07	NA
10156.BCWL4.1.fastq.gz	BCWL4.1	freshwater wetland	soil	42.3875389	-76.3058889	3.64	NA	NA	ug C/g soil/day	NA	mS/cm	387	4.41	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	0.46	3.1698	0.0477	3.217	31.53183361	0.399137134	31.93097074	ug N/g dry soil	0.25028	105.9785686	ugC/g soil	49.89785317	ug N/g dry soil	401.548	ng N/g soil/hour	23	4.65	0.25	18.99	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-1.332372109	ug-N/g dry soil/day	1.328037806	ug-N/g dry soil/day	19.31365556	ug C/g soil/day	0.06	NA
10156.BCWL4.2.fastq.gz	BCWL4.2	freshwater wetland	soil	42.3875389	-76.3058889	3.34	NA	NA	ug C/g soil/day	NA	mS/cm	387	4.07	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	0.4	2.2466	0.0479	2.295	22.31675441	0.358790264	22.67554467	ug N/g dry soil	0.26658	432.0479746	ugC/g soil	48.28338034	ug N/g dry soil	226.347	ng N/g soil/hour	20	4.48	0.25	19.95	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-0.611650482	ug-N/g dry soil/day	0.74587822	ug-N/g dry soil/day	11.29549872	ug C/g soil/day	0.07	NA
10156.BCWL4.3.fastq.gz	BCWL4.3	freshwater wetland	soil	42.3875389	-76.3058889	3.23	NA	NA	ug C/g soil/day	NA	mS/cm	387	3.8	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	0.32	3.6964	0.0432	3.74	12.48031191	0.394946579	12.87525849	ug N/g dry soil	0.25588	311.6474295	ugC/g soil	38.54678615	ug N/g dry soil	349.573	ng N/g soil/hour	19	4.48	0.19	19.62	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-0.657553431	ug-N/g dry soil/day	0.268019968	ug-N/g dry soil/day	11.19110131	ug C/g soil/day	0.05	NA
10156.BCWL5.1.fastq.gz	BCWL5.1	freshwater wetland	soil	42.3875389	-76.3058889	3.92	NA	NA	ug C/g soil/day	NA	mS/cm	387	4.98	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	0.52	2.6911	0.0387	2.73	111.7937025	0.370177823	112.1638803	ug N/g dry soil	0.252	328.3768141	ugC/g soil	126.8509959	ug N/g dry soil	62.564	ng N/g soil/hour	28	5.06	0.44	17.64	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	0.253604153	ug-N/g dry soil/day	0.049610334	ug-N/g dry soil/day	8.012889225	ug C/g soil/day	0.1	NA
10156.BCWL5.2.fastq.gz	BCWL5.2	freshwater wetland	soil	42.3875389	-76.3058889	4.15	NA	NA	ug C/g soil/day	NA	mS/cm	387	5.17	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	0.5	4.2158	0.0405	4.256	101.1958444	0.380435505	101.5762799	ug N/g dry soil	0.28757	464.2566798	ugC/g soil	114.3159508	ug N/g dry soil	64.188	ng N/g soil/hour	27	5.03	0.42	19.25	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	3.346614908	ug-N/g dry soil/day	0.07432505	ug-N/g dry soil/day	5.026428695	ug C/g soil/day	0.1	NA
10156.BCWL5.3.fastq.gz	BCWL5.3	freshwater wetland	soil	42.3875389	-76.3058889	3.63	NA	NA	ug C/g soil/day	NA	mS/cm	387	4.53	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	0.41	2.9578	0.0412	2.999	111.0443204	0.355911283	111.4002317	ug N/g dry soil	0.24932	467.9473492	ugC/g soil	132.0904055	ug N/g dry soil	112.431	ng N/g soil/hour	24	4.93	0.41	18.85	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-1.113375688	ug-N/g dry soil/day	0.000869408	ug-N/g dry soil/day	11.64785468	ug C/g soil/day	0.08	NA
10156.CBFSNW1.fastq.gz	3NW1	freshwater wetland	soil	43.169625	-75.9323028	10.74	NA	NA	ug C/g soil/day	NA	mS/cm	113	11.96	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	0.83	0.4245	2.3105	2.735	41.81620097	0.2821606	42.09836157	ug N/g dry soil	0.0599	251.8174604	ugC/g soil	35.18462975	ug N/g dry soil	3.297	ng N/g soil/hour	100	7.34	0.33	11.96	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-0.491897745	ug-N/g dry soil/day	0.353862461	ug-N/g dry soil/day	12.53685086	ug C/g soil/day	0.07	NA
10156.CBFSNW2.fastq.gz	3NW2	freshwater wetland	soil	43.169625	-75.9323028	24.96	NA	NA	ug C/g soil/day	NA	mS/cm	113	28.69	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	3.18	7.7087	0.5256	8.234	97.70564655	0.746985065	98.45263161	ug N/g dry soil	0.46449	1641.311329	ugC/g soil	152.1015957	ug N/g dry soil	542.301	ng N/g soil/hour	74	6.37	0.39	38.57	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-3.246190016	ug-N/g dry soil/day	0.000290961	ug-N/g dry soil/day	13.79743536	ug C/g soil/day	0.16	NA
10156.CBFSNW3.fastq.gz	3NW3	freshwater wetland	soil	43.169625	-75.9323028	26.16	NA	NA	ug C/g soil/day	NA	mS/cm	113	29.89	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	3.22	8.016	0.6031	8.619	122.4813625	0.826459936	123.3078224	ug N/g dry soil	0.50281	1324.911028	ugC/g soil	153.4015599	ug N/g dry soil	415.126	ng N/g soil/hour	71	6.25	0.36	42.21	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-4.950846241	ug-N/g dry soil/day	0.789271647	ug-N/g dry soil/day	57.66440726	ug C/g soil/day	0.16	NA
10156.E1.1.fastq.gz	E1.1	freshwater wetland	soil	41.903967	-70.649939	NA	NA	NA	ug C/g soil/day	NA	mS/cm	24	NA	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	NA	NA	NA	NA	NA	2.130474903	0.210521236	2.130474903	ug N/g dry soil	NA	149.8988981	ugC/g soil	26.06252896	ug N/g dry soil	NA	ng N/g soil/hour	NA	Not applicable	NA	NA	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	0.129821429	ug-N/g dry soil/day	0.056840734	ug-N/g dry soil/day	12.20448001	ug C/g soil/day	NA	NA
10156.E1.2.fastq.gz	E1.2	freshwater wetland	soil	41.903967	-70.649939	NA	NA	NA	ug C/g soil/day	NA	mS/cm	24	NA	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	NA	NA	NA	NA	NA	8.662910828	0.323726115	8.662910828	ug N/g dry soil	NA	316.7624431	ugC/g soil	22.98455414	ug N/g dry soil	25.55077247	ng N/g soil/hour	NA	Not applicable	NA	NA	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-0.3582569	ug-N/g dry soil/day	0	ug-N/g dry soil/day	13.22957688	ug C/g soil/day	NA	NA
10156.E1.3.fastq.gz	E1.3	freshwater wetland	soil	41.903967	-70.649939	NA	NA	NA	ug C/g soil/day	NA	mS/cm	24	NA	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	NA	NA	NA	NA	NA	1.819459459	0.758108108	2.577567568	ug N/g dry soil	NA	445.6120755	ugC/g soil	0.699527027	ug N/g dry soil	NA	ng N/g soil/hour	NA	Not applicable	NA	NA	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-0.139560811	ug-N/g dry soil/day	-0.048817568	ug-N/g dry soil/day	30.89149895	ug C/g soil/day	NA	NA
10156.E1.4.fastq.gz	E1.4	freshwater wetland	soil	41.903967	-70.649939	NA	NA	NA	ug C/g soil/day	NA	mS/cm	24	NA	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	NA	NA	NA	NA	NA	1.572315217	0.195561594	1.572315217	ug N/g dry soil	NA	748.5758628	ugC/g soil	15.3711413	ug N/g dry soil	NA	ng N/g soil/hour	NA	Not applicable	NA	NA	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	0.170855646	ug-N/g dry soil/day	0.022880707	ug-N/g dry soil/day	22.65955915	ug C/g soil/day	NA	NA
10156.E1.5.fastq.gz	E1.5	freshwater wetland	soil	41.903967	-70.649939	NA	NA	NA	ug C/g soil/day	NA	mS/cm	24	NA	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	NA	NA	NA	NA	NA	2.181652605	0.672057072	2.853709677	ug N/g dry soil	NA	584.7604577	ugC/g soil	11.71878412	ug N/g dry soil	NA	ng N/g soil/hour	NA	Not applicable	NA	NA	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	0.00591005	ug-N/g dry soil/day	-0.041933209	ug-N/g dry soil/day	10.77323994	ug C/g soil/day	NA	NA
10156.F1.1.fastq.gz	F1.1	freshwater wetland	soil	41.88269	-70.69562	NA	NA	NA	ug C/g soil/day	NA	mS/cm	38.71	NA	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	NA	NA	NA	NA	NA	1.997052632	0.122368421	1.997052632	ug N/g dry soil	NA	366.6830031	ugC/g soil	0.391089474	ug N/g dry soil	0.265820195	ng N/g soil/hour	NA	Not applicable	NA	NA	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-0.156223684	ug-N/g dry soil/day	0	ug-N/g dry soil/day	3.784540536	ug C/g soil/day	NA	NA
10156.F1.2.fastq.gz	F1.2	freshwater wetland	soil	41.88269	-70.69562	NA	NA	NA	ug C/g soil/day	NA	mS/cm	38.71	NA	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	NA	NA	NA	NA	NA	2.030293033	0.130481557	2.030293033	ug N/g dry soil	NA	233.0275979	ugC/g soil	0.260963115	ug N/g dry soil	1.557772505	ng N/g soil/hour	NA	Not applicable	NA	NA	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-0.158317623	ug-N/g dry soil/day	0	ug-N/g dry soil/day	7.2964538	ug C/g soil/day	NA	NA
10156.F1.3.fastq.gz	F1.3	freshwater wetland	soil	41.88269	-70.69562	NA	NA	NA	ug C/g soil/day	NA	mS/cm	38.71	NA	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	NA	NA	NA	NA	NA	2.21753663	0.116712454	2.21753663	ug N/g dry soil	NA	217.5834411	ugC/g soil	0.353872161	ug N/g dry soil	0.799128963	ng N/g soil/hour	NA	Not applicable	NA	NA	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-0.148769475	ug-N/g dry soil/day	0	ug-N/g dry soil/day	17.30850931	ug C/g soil/day	NA	NA
10156.F1.4.fastq.gz	F1.4	freshwater wetland	soil	41.88269	-70.69562	NA	NA	NA	ug C/g soil/day	NA	mS/cm	38.71	NA	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	NA	NA	NA	NA	NA	1.808928977	0.116855877	1.808928977	ug N/g dry soil	NA	69.38867811	ugC/g soil	0.233711754	ug N/g dry soil	0.979737046	ng N/g soil/hour	NA	Not applicable	NA	NA	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-0.141006092	ug-N/g dry soil/day	0	ug-N/g dry soil/day	2.411857269	ug C/g soil/day	NA	NA
10156.F1.5.fastq.gz	F1.5	freshwater wetland	soil	41.88269	-70.69562	NA	NA	NA	ug C/g soil/day	NA	mS/cm	38.71	NA	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	NA	NA	NA	NA	NA	1.593869497	0.120020293	1.593869497	ug N/g dry soil	NA	76.81608699	ugC/g soil	0.44167468	ug N/g dry soil	1.457394148	ng N/g soil/hour	NA	Not applicable	NA	NA	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-0.122820767	ug-N/g dry soil/day	0	ug-N/g dry soil/day	11.15725415	ug C/g soil/day	NA	NA
10156.N1.1.fastq.gz	N1.1	freshwater wetland	soil	41.893475	-70.563542	NA	NA	NA	ug C/g soil/day	NA	mS/cm	9	NA	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	NA	NA	NA	NA	NA	11.60045455	4.268454545	15.86890909	ug N/g dry soil	NA	2222.833554	ugC/g soil	81.71590909	ug N/g dry soil	15.64763794	ng N/g soil/hour	NA	Not applicable	NA	NA	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	0.338613636	ug-N/g dry soil/day	-0.222181818	ug-N/g dry soil/day	518.864074	ug C/g soil/day	NA	NA
10156.N1.2.fastq.gz	N1.2	freshwater wetland	soil	41.893475	-70.563542	NA	NA	NA	ug C/g soil/day	NA	mS/cm	9	NA	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	NA	NA	NA	NA	NA	7.234867925	1.739150943	7.234867925	ug N/g dry soil	NA	1356.980833	ugC/g soil	51.96583019	ug N/g dry soil	22.15649218	ng N/g soil/hour	NA	Not applicable	NA	NA	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-0.128117453	ug-N/g dry soil/day	0	ug-N/g dry soil/day	286.1323963	ug C/g soil/day	NA	NA
10156.N1.3.fastq.gz	N1.3	freshwater wetland	soil	41.893475	-70.563542	NA	NA	NA	ug C/g soil/day	NA	mS/cm	9	NA	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	NA	NA	NA	NA	NA	18.86177778	1.593055556	18.86177778	ug N/g dry soil	NA	1469.045685	ugC/g soil	116.2930556	ug N/g dry soil	8.619406289	ng N/g soil/hour	NA	Not applicable	NA	NA	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	1.109828704	ug-N/g dry soil/day	0	ug-N/g dry soil/day	323.443518	ug C/g soil/day	NA	NA
10156.N1.4.fastq.gz	N1.4	freshwater wetland	soil	41.893475	-70.563542	NA	NA	NA	ug C/g soil/day	NA	mS/cm	9	NA	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	NA	NA	NA	NA	NA	11.30410377	1.487382075	11.30410377	ug N/g dry soil	NA	17928.30659	ugC/g soil	135.3517689	ug N/g dry soil	45.79006345	ng N/g soil/hour	NA	Not applicable	NA	NA	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	0.98167217	ug-N/g dry soil/day	0	ug-N/g dry soil/day	449.7395044	ug C/g soil/day	NA	NA
10156.N1.5.fastq.gz	N1.5	freshwater wetland	soil	41.893475	-70.563542	NA	NA	NA	ug C/g soil/day	NA	mS/cm	9	NA	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	NA	NA	NA	NA	NA	5.452399057	1.381053459	5.452399057	ug N/g dry soil	NA	9836.535763	ugC/g soil	100.2644811	ug N/g dry soil	14.42965225	ng N/g soil/hour	NA	Not applicable	NA	NA	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	0.024398611	ug-N/g dry soil/day	0	ug-N/g dry soil/day	248.8268986	ug C/g soil/day	NA	NA
10156.N2.1.fastq.gz	N2.1	freshwater wetland	soil	41.895214	-70.564419	NA	NA	NA	ug C/g soil/day	NA	mS/cm	7	NA	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	NA	NA	NA	NA	NA	44.59714286	0.921428571	44.59714286	ug N/g dry soil	NA	3869.520856	ugC/g soil	89.01	ug N/g dry soil	1540.948461	ng N/g soil/hour	NA	Not applicable	NA	NA	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-1.624785714	ug-N/g dry soil/day	0	ug-N/g dry soil/day	48.49311671	ug C/g soil/day	NA	NA
10156.N2.2.fastq.gz	N2.2	freshwater wetland	soil	41.895214	-70.564419	NA	NA	NA	ug C/g soil/day	NA	mS/cm	7	NA	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	NA	NA	NA	NA	NA	65.335	0.9125	65.335	ug N/g dry soil	NA	519.8111597	ugC/g soil	201.2975	ug N/g dry soil	1253.005467	ng N/g soil/hour	NA	Not applicable	NA	NA	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-1.399166667	ug-N/g dry soil/day	0	ug-N/g dry soil/day	139.6974795	ug C/g soil/day	NA	NA
10156.N2.3.fastq.gz	N2.3	freshwater wetland	soil	41.895214	-70.564419	NA	NA	NA	ug C/g soil/day	NA	mS/cm	7	NA	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	NA	NA	NA	NA	NA	20.59298039	0.939460784	20.59298039	ug N/g dry soil	NA	1024.429954	ugC/g soil	22.69737255	ug N/g dry soil	1097.773909	ng N/g soil/hour	NA	Not applicable	NA	NA	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-1.4852875	ug-N/g dry soil/day	0	ug-N/g dry soil/day	92.25327032	ug C/g soil/day	NA	NA
10156.N2.4.fastq.gz	N2.4	freshwater wetland	soil	41.895214	-70.564419	NA	NA	NA	ug C/g soil/day	NA	mS/cm	7	NA	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	NA	NA	NA	NA	NA	26.02466667	1.052777778	26.02466667	ug N/g dry soil	NA	1163.738823	ugC/g soil	39.12122222	ug N/g dry soil	1827.933732	ng N/g soil/hour	NA	Not applicable	NA	NA	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-0.824675926	ug-N/g dry soil/day	0	ug-N/g dry soil/day	173.0057961	ug C/g soil/day	NA	NA
10156.N2.5.fastq.gz	N2.5	freshwater wetland	soil	41.895214	-70.564419	NA	NA	NA	ug C/g soil/day	NA	mS/cm	7	NA	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	NA	NA	NA	NA	NA	51.28272727	1.124621212	51.28272727	ug N/g dry soil	NA	9030.856851	ugC/g soil	271.9334091	ug N/g dry soil	3385.272138	ng N/g soil/hour	NA	Not applicable	NA	NA	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	0.262411616	ug-N/g dry soil/day	0	ug-N/g dry soil/day	307.4358725	ug C/g soil/day	NA	NA
10156.NW1.A.fastq.gz	4NW1	freshwater wetland	soil	42.3866472	-76.3080194	32.22	NA	NA	ug C/g soil/day	NA	mS/cm	386	36.72	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	3.36	20.943	0.1478	21.09	42.47107963	1.948214662	44.41929429	ug N/g dry soil	1.5759	2665.801539	ugC/g soil	157.5219997	ug N/g dry soil	2007.251	ng N/g soil/hour	54	Not applicable	0.58	67.76	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-2.745951882	ug-N/g dry soil/day	-0.002096745	ug-N/g dry soil/day	108.1775276	ug C/g soil/day	0.56	NA
